id,name.local,name.en,name.slug,code.id,geo.lat,geo.lon
CU0601,Baracoa,Baracoa,baracoa-cu0601,CU0601,20.4,-74.619
CU0602,Caimanera,Caimanera,caimanera-cu0602,CU0602,19.982,-75.222
CU0603,El Salvador,El Salvador,el-salvador-cu0603,CU0603,20.33,-75.326
CU0604,Guantánamo,Guantanamo,guantanamo-cu0604,CU0604,20.286,-75.145
CU0605,Imías,Imias,imias-cu0605,CU0605,20.179,-74.588
CU0606,Maisí,Maisi,maisi-cu0606,CU0606,20.192,-74.287
CU0607,Manuel Tames,Manuel Tames,manuel-tames-cu0607,CU0607,20.162,-74.955
CU0608,Niceto Pérez,Niceto Perez,niceto-perez-cu0608,CU0608,20.075,-75.33
CU0609,San Antonio del Sur,San Antonio del Sur,san-antonio-del-sur-cu0609,CU0609,20.145,-74.795
CU0610,Yateras,Yateras,yateras-cu0610,CU0610,20.393,-74.892
